====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 2400 keV
 Total Ions calculated =50000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 40000.E+01 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Ion Average Range = 344167.E+00 A   Straggling = 131324.E-01 A
 Ion Lateral Range = 185540.E-01 A   Straggling = 260855.E-01 A
 Ion Radial  Range = 290644.E-01 A   Straggling = 224657.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
4000010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8000010.E-03 20198695.E-02 20198695.E-02 26075983.E-02 00000000.E+00 
1200001.E-02 24502612.E-02 24502612.E-02 26723215.E-02 00000000.E+00 
1600001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2000001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2400001.E-02 68602669.E-03 68602669.E-03 18693193.E-02 00000000.E+00 
2800001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3200001.E-02 32941753.E-03 32941753.E-03 53926086.E-03 00000000.E+00 
3600001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4400001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4800001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5200001.E-02 37677154.E-03 37677154.E-03 85569010.E-03 00000000.E+00 
5600001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6400001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6800001.E-02 52232674.E-03 52232674.E-03 55297721.E-03 00000000.E+00 
7200001.E-02 28506344.E-02 28506344.E-02 31440457.E-02 00000000.E+00 
7600001.E-02 18722003.E-02 19677506.E-02 21811200.E-02 32278581.E-03 
8000001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
